tabel;id_prov;id_kab;id_komoditas;id_kec;prov;kab;kec;n_rtup_buru_dan_tangkap_satwa_liar_belum_dijual;n_rtup_buru_dan_tangkap_satwa_liar_semua_dijual;n_rtup_buru_dan_tangkap_satwa_liar_sebagian_besar_dijual;n_rtup_buru_dan_tangkap_satwa_liar_sebagian_besar_dikonsumsi;jumlah;n_rtup_buru_dan_tangkap_satwa_liar
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6258;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6258;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6258;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6258;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6258;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6258;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6258;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6258;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6258;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6258;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6258;[5310080] ALOK;53;5310;5310080;1;0;0;0;1;1
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6258;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6258;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6258;[5310] SIKKA;53;5310;5310999;1;0;0;0;1;1
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6259;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6259;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6259;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6259;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6259;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6259;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6259;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6259;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6259;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6259;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6259;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6259;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6259;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6259;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6259;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6259;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6259;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6259;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6259;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6259;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6259;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6259;[5310] SIKKA;53;5310;5310999;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6260;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6260;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6260;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6260;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6260;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6260;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6260;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6260;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6260;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6260;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6260;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6260;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6260;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6260;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6260;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6260;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6260;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6260;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6260;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6260;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6260;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6260;[5310] SIKKA;53;5310;5310999;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6261;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6261;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6261;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6261;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6261;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6261;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6261;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6261;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6261;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6261;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6261;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6261;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6261;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6261;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6261;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6261;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6261;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6261;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6261;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6261;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6261;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6261;[5310] SIKKA;53;5310;5310999;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6262;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6262;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6262;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6262;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6262;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6262;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6262;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6262;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6262;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6262;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6262;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6262;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6262;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6262;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6262;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6262;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6262;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6262;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6262;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6262;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6262;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6262;[5310] SIKKA;53;5310;5310999;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6263;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6263;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6263;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6263;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6263;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6263;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6263;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6263;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6263;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6263;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6263;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6263;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6263;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6263;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6263;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6263;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6263;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6263;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6263;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6263;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6263;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6263;[5310] SIKKA;53;5310;5310999;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6264;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6264;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6264;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6264;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6264;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6264;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6264;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6264;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6264;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6264;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6264;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6264;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6264;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6264;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6264;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6264;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6264;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6264;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6264;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6264;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6264;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6264;[5310] SIKKA;53;5310;5310999;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6265;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6265;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6265;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6265;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6265;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6265;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6265;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6265;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6265;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6265;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6265;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6265;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6265;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6265;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6265;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6265;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6265;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6265;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0
BAB_8_tabel_8_46_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;6265;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0
